text,label,sentiment,clean_text,token_count
Biden Is Endorsed by Nevada Congresswoman Titus: Campaign Update,2,Neutral,Biden Is Endorsed by Nevada Congresswoman Titus: Campaign Update,9
Bill De Blasio Says New York City Must Tackle Affordability Crisis,2,Neutral,Bill De Blasio Says New York City Must Tackle Affordability Crisis,11
"BJP Issues Whip To Its MPs Asking Them To Be Present In Lok Sabha, Rajya Sabha On Tuesday",2,Neutral,"BJP Issues Whip To Its MPs Asking Them To Be Present In Lok Sabha, Rajya Sabha On Tuesday",18
Bloomberg Gets Backing of Former Navy Secretary Ousted by Trump,2,Neutral,Bloomberg Gets Backing of Former Navy Secretary Ousted by Trump,10
Bloomberg Unveils Extreme Gun Control Plan https://t.co/1MYugJ8NQF,2,Neutral,Bloomberg Unveils Extreme Gun Control Plan,6
Bloomberg Westminster: Johnson's to lose? (with Chris Hanretty),2,Neutral,Bloomberg Westminster: Johnson's to lose? (with Chris Hanretty),8
Bloomberg’s entry into presidential race raises ethical issues for his news service https://t.co/uAdHDWYlH9,2,Neutral,Bloombergs entry into presidential race raises ethical issues for his news service,12
Boris Johnson and Jeremy Corbyn go head-to-head in the final scheduled leadership debate ahead of next week's gener… https://t.co/IZkqHPWJbu,2,Neutral,Boris Johnson and Jeremy Corbyn go head-to-head in the final scheduled leadership debate ahead of next week's gener,18
"Boris Johnson and Jeremy Corbyn have radically different visions for the UK. What are their policies on Brexit, the… https://t.co/fRewRgZOj1",2,Neutral,"Boris Johnson and Jeremy Corbyn have radically different visions for the UK. What are their policies on Brexit, the",19
Boris Johnson Cancels 2020 Tax Cut for Businesses: U.K. Votes,2,Neutral,Boris Johnson Cancels 2020 Tax Cut for Businesses: U.K. Votes,10
"Boris Johnson is heading for a clear victory in next week’s U.K. general election, according to senior officials in… https://t.co/W6ishFLFXK",2,Neutral,"Boris Johnson is heading for a clear victory in next weeks U.K. general election, according to senior officials in",19
Boris Johnson postpones plans to cut corporate taxes,2,Neutral,Boris Johnson postpones plans to cut corporate taxes,8
Boris Johnson to remain in hospital for coronavirus tests https://t.co/yb71eAmWCJ,2,Neutral,Boris Johnson to remain in hospital for coronavirus tests,9
Boris Johnson vows no tax hikes in Tory manifesto https://t.co/GLYohLoHD0,2,Neutral,Boris Johnson vows no tax hikes in Tory manifesto,9
Boris Johnson wins overwhelming victory in UK,2,Neutral,Boris Johnson wins overwhelming victory in UK,7
Boris Johnson’s Conservative Party will pledge not to increase several key tax measures if it wins next month’s gen… https://t.co/RENnMT4Dtr,2,Neutral,Boris Johnsons Conservative Party will pledge not to increase several key tax measures if it wins next months gen,19
Boris Johnson’s Conservatives are proposing to spend an extra 1 pound for every 6 pledged by Jeremy Corbyn‘s Labour… https://t.co/5wPV7EwZJZ,2,Neutral,Boris Johnsons Conservatives are proposing to spend an extra 1 pound for every 6 pledged by Jeremy Corbyns Labour,19
Boris Johnson’s New Priorities See the U.K. Boycott Davos,2,Neutral,Boris Johnsons New Priorities See the U.K. Boycott Davos,9
Boris Johnson's New Priorities See the U.K. Boycott Davos,2,Neutral,Boris Johnson's New Priorities See the U.K. Boycott Davos,9
Brazil minister says it's 'impossible' to put value on Eletrobras privatization https://t.co/XW6C3vlrys https://t.co/CUcOenJhTx,2,Neutral,Brazil minister says it's 'impossible' to put value on Eletrobras privatization,11
Brexit Bulletin: An Unpalletable Truth,2,Neutral,Brexit Bulletin: An Unpalletable Truth,5
Brexit has destabilised the Franco-German couple https://t.co/eYsgzsVVOy,2,Neutral,Brexit has destabilised the Franco-German couple,6
"Brexit is rattling Europe's market for carbon allowances, and the U.K. election may push traders off the fence no m… https://t.co/xKXLK2DGmM",2,Neutral,"Brexit is rattling Europe's market for carbon allowances, and the U.K. election may push traders off the fence no m",20
British diplomat to US quits in tirade over Brexit ‘half-truths’ https://t.co/1YIDponpLA,2,Neutral,British diplomat to US quits in tirade over Brexit half-truths,10
British politicians are clueless on what the public thinks about trade https://t.co/ZDb7sH34Af,2,Neutral,British politicians are clueless on what the public thinks about trade,11
Brussels Edition: Truce Offerings to Trump,2,Neutral,Brussels Edition: Truce Offerings to Trump,6
Buttigieg Faces Tough Battle to Repeat Iowa Feat in Later States,2,Neutral,Buttigieg Faces Tough Battle to Repeat Iowa Feat in Later States,11
California Won't Buy From Automakers Who Sided With Trump,2,Neutral,California Won't Buy From Automakers Who Sided With Trump,9
Canada's New Health Minister's Thoughts On Cannabis: What You Should Know,2,Neutral,Canada's New Health Minister's Thoughts On Cannabis: What You Should Know,11
"Canadian ministers meet with CN Rail, union as strike looms",2,Neutral,"Canadian ministers meet with CN Rail, union as strike looms",10
Candidates Make a Final Push in New Hampshire,2,Neutral,Candidates Make a Final Push in New Hampshire,8
Check out the week's most compelling political images https://t.co/zSsEt9ApVb,2,Neutral,Check out the week's most compelling political images,8
"China attacks US at G20 as the world’s biggest source of instability- CNBC

https://t.co/pelfsYwKo7",2,Neutral,China attacks US at G20 as the worlds biggest source of instability- CNBC,13
China's Xi Visits Hospital in Beijing,2,Neutral,China's Xi Visits Hospital in Beijing,6
Chris Matthews Asks Gabbard: Why Are So Many Democrats War Hawks? https://t.co/oeOOhsUpki,2,Neutral,Chris Matthews Asks Gabbard: Why Are So Many Democrats War Hawks?,11
"CNN: Trump Is Leader Of ""Destructive Cult""; Using ""Mind Control"" On Americans https://t.co/jT5f1YL3bP",2,Neutral,"CNN: Trump Is Leader Of ""Destructive Cult""; Using ""Mind Control"" On Americans",12
Comey Admits Being ‘Overconfident’ in Approving Trump Probe,2,Neutral,Comey Admits Being Overconfident in Approving Trump Probe,8
Congress is asking Airbnb to provide information about hosts that list short-term rentals on the site who don’t com… https://t.co/4XbG6HxVHy,2,Neutral,Congress is asking Airbnb to provide information about hosts that list short-term rentals on the site who dont com,19
Congress Leaders Move Supreme Court Against Amended Citizenship Act,2,Neutral,Congress Leaders Move Supreme Court Against Amended Citizenship Act,9
"Congress Mulls Reviving Tax Breaks Prized by ADM, Tesla, GM",2,Neutral,"Congress Mulls Reviving Tax Breaks Prized by ADM, Tesla, GM",10
Conservatives promise ‘world class’ public services https://t.co/tPF3DYeTzY,2,Neutral,Conservatives promise world class public services,6
Consumer watchdog now downplaying a major Obama-era tool https://t.co/cvSWyzRjRa by @ewolffmann https://t.co/a5izdbTdPC,2,Neutral,Consumer watchdog now downplaying a major Obama-era tool by <MENTION>,10
Court dismisses Democratic lawmakers' emoluments lawsuit against Trump,2,Neutral,Court dismisses Democratic lawmakers' emoluments lawsuit against Trump,8
Democrats by next Thursday could begin to draft the articles of impeachment against President Trump https://t.co/iy5tgpWUtp,2,Neutral,Democrats by next Thursday could begin to draft the articles of impeachment against President Trump,15
Democrats Getting 'Cold Feet' As Impeachment Support Evaporates https://t.co/EXIydIMZFS,2,Neutral,Democrats Getting 'Cold Feet' As Impeachment Support Evaporates,8
Democrats need to realize that impeaching Trump may not accomplish anything at all https://t.co/3wm2QztpnQ,2,Neutral,Democrats need to realize that impeaching Trump may not accomplish anything at all,13
Democrat's New Taxes Wouldn't Hit Just Billionaires,2,Neutral,Democrat's New Taxes Wouldn't Hit Just Billionaires,7
Democrats Share Attack Lines in New Hampshire: Campaign Update,2,Neutral,Democrats Share Attack Lines in New Hampshire: Campaign Update,9
"Donald Trump likes to boast that he has unwavering Republican support, but that backing is softer than he suggests https://t.co/pGEjBhAyaX",2,Neutral,"Donald Trump likes to boast that he has unwavering Republican support, but that backing is softer than he suggests",19
Donald Trump on Social Security: Everything You Need to Know,2,Neutral,Donald Trump on Social Security: Everything You Need to Know,10
Donald Trump will face a more assertive Congress on foreign policy as he fights off impeachment and seeks re-electi… https://t.co/elj6rJs0q8,2,Neutral,Donald Trump will face a more assertive Congress on foreign policy as he fights off impeachment and seeks re-electi,19
El Salvador president's strong-arm tactics spark outrage https://t.co/hdr7gv0VwR,2,Neutral,El Salvador president's strong-arm tactics spark outrage,7
Elizabeth Warren releases doctor's note describing good health as voters weigh age of contenders https://t.co/dBR1MTNndt,2,Neutral,Elizabeth Warren releases doctor's note describing good health as voters weigh age of contenders,14
Erik Prince Held Secret Talks in Caracas With Maduro’s No. 2,2,Neutral,Erik Prince Held Secret Talks in Caracas With Maduros No. 2,11
European diplomats have a message for Donald Trump: Bullying tactics won't win support for your Iran policy https://t.co/Sqv08TNymv,2,Neutral,European diplomats have a message for Donald Trump: Bullying tactics won't win support for your Iran policy,17
'Everyone is exhausted by this president': Bill Weld on why he's challenging Donald Trump https://t.co/1Y6x9IoNGE,2,Neutral,'Everyone is exhausted by this president': Bill Weld on why he's challenging Donald Trump,14
Exclusive: Elise Stefanik Reflects on Her Two-Week Whirlwind https://t.co/5SownqVBuD,2,Neutral,Exclusive: Elise Stefanik Reflects on Her Two-Week Whirlwind,8
"Federal pension fund says bill banning China investment is discriminatory
https://t.co/lu8hGlQOng https://t.co/zEyhfoysF9",2,Neutral,Federal pension fund says bill banning China investment is discriminatory,10
Finance Minister Begins Pre-Budget Consultations Starting Monday,2,Neutral,Finance Minister Begins Pre-Budget Consultations Starting Monday,7
"For the first time in a decade, the US has sent its most senior Pentagon official to Taiwan, in a reflection of Was… https://t.co/jbyM6Wtt9j",2,Neutral,"For the first time in a decade, the US has sent its most senior Pentagon official to Taiwan, in a reflection of Was",23
Former Ecuadorian President Rafael Correa goes on trial on charges of campaign finance fraud and accepting millions… https://t.co/7RozGXYGMx,2,Neutral,Former Ecuadorian President Rafael Correa goes on trial on charges of campaign finance fraud and accepting millions,17
Former Goldman Sachs CEO pushes back on Warren attacks -CNBC,2,Neutral,Former Goldman Sachs CEO pushes back on Warren attacks -CNBC,10
Former Trump advisor John Bolton accuses White House of locking him out of his Twitter account https://t.co/YqiocDdTOH,2,Neutral,Former Trump advisor John Bolton accuses White House of locking him out of his Twitter account,16
"French labor unions call for a new day of protests, seeking to force President Emmanuel Macron to either sweeten hi… https://t.co/DCRPnEQTEY",2,Neutral,"French labor unions call for a new day of protests, seeking to force President Emmanuel Macron to either sweeten hi",20
Friday Humor: Democratic Candidates Clash Over Most Effective Plan To Destroy Economy https://t.co/PY6FPtrzbi,2,Neutral,Friday Humor: Democratic Candidates Clash Over Most Effective Plan To Destroy Economy,12
GERMAN SPD BACKS DEMANDS FOR TALKS TO STAY IN MERKEL COALITION,2,Neutral,GERMAN SPD BACKS DEMANDS FOR TALKS TO STAY IN MERKEL COALITION,11
German union calls for pre-Christmas Amazon strike,2,Neutral,German union calls for pre-Christmas Amazon strike,7
Germany sees 1.5 billion euro annual take from new financial transaction tax https://t.co/iPthaL90l2 https://t.co/RG3XG3w21M,2,Neutral,Germany sees 1.5 billion euro annual take from new financial transaction tax,12
Germany’s ruling Christian Democrats call for restrictions on Huawei participating in country's 5G network  https://t.co/SnLAwUkfOA,2,Neutral,Germanys ruling Christian Democrats call for restrictions on Huawei participating in country's 5G network,14
"Giuliani Giving Ukraine Data to Justice Department, Barr Says",2,Neutral,"Giuliani Giving Ukraine Data to Justice Department, Barr Says",9
Gove Rules Out Scottish Independence Referendum: U.K. Politics,2,Neutral,Gove Rules Out Scottish Independence Referendum: U.K. Politics,8
Gove rules out Scottish referendum,2,Neutral,Gove rules out Scottish referendum,5
Government Examining Foreign Fund Flows In Infrastructure At Strategic Locations ,2,Neutral,Government Examining Foreign Fund Flows In Infrastructure At Strategic Locations,10
Government Launches Portal For Subsidy Scheme Under PMAY,2,Neutral,Government Launches Portal For Subsidy Scheme Under PMAY,8
Government Moves Bill In Lok Sabha To Appoint Unified Regulator For IFSCs,2,Neutral,Government Moves Bill In Lok Sabha To Appoint Unified Regulator For IFSCs,12
Governments across Asia are pushing back against unwanted rubbish from overseas that has accumulated within their b… https://t.co/XpcZWX1Zvy,2,Neutral,Governments across Asia are pushing back against unwanted rubbish from overseas that has accumulated within their b,17
Guinea-Bissau’s current leader was eliminated from the country’s presidential election after two former prime minis… https://t.co/W5EAleiG8s,2,Neutral,Guinea-Bissaus current leader was eliminated from the countrys presidential election after two former prime minis,15
"Gundlach, who nailed Trump's 2016 election, says he'll win again 'if economy holds' https://t.co/7VpbVtA6Jf by… https://t.co/5c0lQ7uJwZ",2,Neutral,"Gundlach, who nailed Trump's 2016 election, says he'll win again 'if economy holds' by",14
Here’s the latest on the 2020 presidential race and what to watch today https://t.co/U5CyPJT9wk,2,Neutral,Heres the latest on the 2020 presidential race and what to watch today,13
